,chr,end_0,end_1,TSS,strand,dist,end_1_original,end_1_fix
1915,12,110450325,110450326,110450357,-,71,110450326,110450255
1916,12,110468495,110468496,110468421,+,522,110468496,110469018
1917,12,110468508,110468509,110468424,+,509,110468509,110469018
1918,12,110468511,110468512,110468427,+,506,110468512,110469018
1919,12,110502045,110502046,110502077,-,-3,110502046,110502049
1920,12,110502051,110502052,110502075,-,3,110502052,110502049
1921,12,112013108,112013109,112013140,-,107,112013109,112013002
1922,12,112013510,112013511,112013426,+,98,112013511,112013609
1923,12,112125617,112125618,112125538,+,0,112125618,112125618
1924,12,112125617,112125618,112125560,+,0,112125618,112125618
1925,12,112267161,112267162,112267077,+,-141013,112267162,112267162
1926,12,112409551,112409552,112409583,-,-35,112409552,112409587
1927,12,112409559,112409560,112409584,-,-27,112409560,112409587
1928,12,112409576,112409577,112409596,-,-10,112409577,112409587
1929,12,112978603,112978604,112978519,+,-127,112978604,112978477
1930,12,113185796,113185797,113185721,+,224,113185797,113186021
1931,12,116738369,116738370,116738315,+,0,116738370,116738370
1932,12,116738369,116738370,116738316,+,0,116738370,116738370
1933,12,117190439,117190440,117190471,-,222,117190440,117190218
1934,12,118016787,118016788,118016703,+,104,118016788,118016892
1935,12,118016788,118016789,118016704,+,103,118016789,118016892
1936,12,118016792,118016793,118016710,+,99,118016793,118016892
1937,12,118016806,118016807,118016722,+,85,118016807,118016892
1938,12,118016807,118016808,118016723,+,84,118016808,118016892
1939,12,118016829,118016830,118016765,+,62,118016830,118016892
1940,12,118136187,118136188,118136111,+,156,118136188,118136344
1941,12,118136208,118136209,118136124,+,135,118136209,118136344
1942,12,118359659,118359660,118359690,-,139,118359660,118359521
1943,12,118359661,118359662,118359693,-,141,118359662,118359521
1944,12,118359669,118359670,118359700,-,149,118359670,118359521
1945,12,118359673,118359674,118359705,-,153,118359674,118359521
1946,12,118359685,118359686,118359717,-,165,118359686,118359521
1947,12,120293220,120293221,120293237,-,27604,120293221,120293221
1948,12,120438174,120438175,120438090,+,54,120438175,120438229
1949,12,120438184,120438185,120438110,+,44,120438185,120438229
1950,12,120438192,120438193,120438111,+,36,120438193,120438229
1951,12,120438197,120438198,120438113,+,31,120438198,120438229
1952,12,120438199,120438200,120438123,+,29,120438200,120438229
1953,12,120438201,120438202,120438117,+,27,120438202,120438229
1954,12,120438202,120438203,120438118,+,26,120438203,120438229
1955,12,120438203,120438204,120438120,+,25,120438204,120438229
1956,12,120438208,120438209,120438124,+,20,120438209,120438229
1957,12,120446349,120446350,120446381,-,124,120446350,120446226
1958,12,120446353,120446354,120446384,-,128,120446354,120446226
1959,12,120446390,120446391,120446409,-,165,120446391,120446226
1960,12,120496152,120496153,120496078,+,63,120496153,120496216
1961,12,120496164,120496165,120496081,+,51,120496165,120496216
1962,12,120496190,120496191,120496111,+,25,120496191,120496216
1963,12,120496191,120496192,120496113,+,24,120496192,120496216
1964,12,120496193,120496194,120496109,+,22,120496194,120496216
1965,12,120529131,120529132,120529155,-,192,120529132,120528940
1966,12,120534437,120534438,120534353,+,-31,120534438,120534407
1967,12,120534438,120534439,120534354,+,-32,120534439,120534407
1968,12,120534440,120534441,120534356,+,-34,120534441,120534407
1969,12,120710519,120710520,120710458,+,198,120710520,120710718
1970,12,121016466,121016467,121016487,-,137,121016467,121016330
1971,12,121352388,121352389,121352408,-,255,121352389,121352134
1972,12,121352392,121352393,121352411,-,259,121352393,121352134
1973,12,122022009,122022010,122021946,+,173,122022010,122022183
1974,12,122022011,122022012,122021938,+,171,122022012,122022183
1975,12,122022020,122022021,122021940,+,162,122022021,122022183
1976,12,122022029,122022030,122021948,+,153,122022030,122022183
1977,12,122226020,122226021,122226052,-,56,122226021,122225965
1978,12,122526905,122526906,122526936,-,58,122526906,122526848
1979,12,122527322,122527323,122527249,+,28,122527323,122527351
1980,12,122752903,122752904,122752824,+,46,122752904,122752950
1981,12,122752930,122752931,122752854,+,19,122752931,122752950
1982,12,122752945,122752946,122752876,+,4,122752946,122752950
1983,12,122752949,122752950,122752875,+,0,122752950,122752950
1984,12,123633871,123633872,123633829,+,0,123633872,123633872
1985,12,124914619,124914620,124914651,-,33,124914620,124914587
1986,12,124914624,124914625,124914654,-,38,124914625,124914587
1987,12,124914630,124914631,124914650,-,44,124914631,124914587
1988,12,124989076,124989077,124989108,-,160,124989077,124988917
1989,12,126966569,126966570,126966591,-,-1856828,126966570,126966570
1990,12,130872098,130872099,130872063,+,27,130872099,130872126
1991,12,130872125,130872126,130872062,+,0,130872126,130872126
1992,12,130872125,130872126,130872066,+,0,130872126,130872126
1993,12,130872125,130872126,130872082,+,0,130872126,130872126
1994,12,130872125,130872126,130872096,+,0,130872126,130872126
1995,12,131711152,131711153,131711090,+,294,131711153,131711447
1996,12,131929350,131929351,131929276,+,29,131929351,131929380
1997,12,132144528,132144529,132144467,+,76,132144529,132144605
1998,12,132490212,132490213,132490154,+,648,132490213,132490861
1999,12,132687311,132687312,132687342,-,58,132687312,132687254
2000,13,19782910,19782911,19782942,-,-6,19782911,19782917
2001,13,19782918,19782919,19782945,-,2,19782919,19782917
2002,13,20773931,20773932,20773949,-,11,20773932,20773921
2003,13,21140611,21140612,21140542,+,69,21140612,21140681
2004,13,21140618,21140619,21140541,+,62,21140619,21140681
2005,13,21140624,21140625,21140546,+,56,21140625,21140681
2006,13,21140648,21140649,21140587,+,32,21140649,21140681
2007,13,21176520,21176521,21176552,-,146,21176521,21176375
2008,13,21176528,21176529,21176559,-,154,21176529,21176375
2009,13,21176716,21176717,21176688,+,0,21176717,21176717
2010,13,21176716,21176717,21176689,+,0,21176717,21176717
2011,13,21176716,21176717,21176690,+,0,21176717,21176717
2012,13,21176716,21176717,21176696,+,0,21176717,21176717
2013,13,24512750,24512751,24512778,-,45,24512751,24512706
2014,13,25301694,25301695,25301625,+,185,25301695,25301880
2015,13,27251655,27251656,27251577,+,0,27251656,27251656
2016,13,27424673,27424674,27424619,+,264,27424674,27424938
2017,13,28659170,28659171,28659114,+,16,28659171,28659187
2018,13,28659186,28659187,28659122,+,0,28659187,28659187
2019,13,28659186,28659187,28659123,+,0,28659187,28659187
2020,13,28659186,28659187,28659133,+,0,28659187,28659187
2021,13,28659186,28659187,28659136,+,0,28659187,28659187
2022,13,28659186,28659187,28659139,+,0,28659187,28659187
2023,13,28659186,28659187,28659149,+,0,28659187,28659187
2024,13,28659186,28659187,28659157,+,0,28659187,28659187
2025,13,28659186,28659187,28659166,+,0,28659187,28659187
2026,13,28659186,28659187,28659170,+,0,28659187,28659187
2027,13,28659186,28659187,28659172,+,0,28659187,28659187
2028,13,30465841,30465842,30465880,-,46,30465842,30465796
2029,13,30465846,30465847,30465884,-,51,30465847,30465796
2030,13,30465846,30465847,30465887,-,51,30465847,30465796
2031,13,30465851,30465852,30465886,-,56,30465852,30465796
2032,13,30465898,30465899,30465930,-,103,30465899,30465796
2033,13,30465901,30465902,30465933,-,106,30465902,30465796
2034,13,30465904,30465905,30465936,-,109,30465905,30465796
2035,13,31161914,31161915,31161945,-,-67,31161915,31161982
2036,13,31161916,31161917,31161948,-,-65,31161917,31161982
2037,13,31161920,31161921,31161949,-,-61,31161921,31161982
2038,13,31161934,31161935,31161966,-,-47,31161935,31161982
2039,13,31161947,31161948,31161979,-,-34,31161948,31161982
2040,13,32538763,32538764,32538792,-,14,32538764,32538750
2041,13,32538763,32538764,32538795,-,14,32538764,32538750
2042,13,37000821,37000822,37000788,+,0,37000822,37000822
2043,13,38349920,38349921,38349851,+,0,38349921,38349921
2044,13,38349920,38349921,38349854,+,0,38349921,38349921
2045,13,38349920,38349921,38349856,+,0,38349921,38349921
2046,13,38349920,38349921,38349859,+,0,38349921,38349921
2047,13,38349920,38349921,38349864,+,0,38349921,38349921
2048,13,38349920,38349921,38349885,+,0,38349921,38349921
2049,13,40771120,40771121,40771152,-,136,40771121,40770985
2050,13,40771138,40771139,40771169,-,154,40771139,40770985
2051,13,40982864,40982865,40982896,-,7,40982865,40982858
2052,13,40982867,40982868,40982899,-,10,40982868,40982858
2053,13,41019298,41019299,41019316,-,71,41019299,41019228
2054,13,41019300,41019301,41019333,-,73,41019301,41019228
2055,13,41263521,41263522,41263554,-,37,41263522,41263485
2056,13,41263554,41263555,41263576,-,70,41263555,41263485
2057,13,44989443,44989444,44989469,-,419,44989444,44989025
2058,13,44989448,44989449,44989471,-,424,44989449,44989025
2059,13,45341047,45341048,45341079,-,6,45341048,45341042
2060,13,45341149,45341150,45341182,-,108,45341150,45341042
2061,13,45341153,45341154,45341185,-,112,45341154,45341042
2062,13,45341157,45341158,45341183,-,116,45341158,45341042
2063,13,46052697,46052698,46052728,-,0,46052698,46052698
2064,13,46052707,46052708,46052725,-,10,46052708,46052698
2065,13,46182128,46182129,46182160,-,18,46182129,46182111
2066,13,46182130,46182131,46182162,-,20,46182131,46182111
2067,13,46182131,46182132,46182163,-,21,46182132,46182111
2068,13,46182134,46182135,46182159,-,24,46182135,46182111
2069,13,46182143,46182144,46182161,-,33,46182144,46182111
2070,13,46182143,46182144,46182169,-,33,46182144,46182111
2071,13,46182152,46182153,46182170,-,42,46182153,46182111
2072,13,46182153,46182154,46182177,-,43,46182154,46182111
2073,13,46182154,46182155,46182175,-,44,46182155,46182111
2074,13,46182159,46182160,46182188,-,49,46182160,46182111
2075,13,46182159,46182160,46182191,-,49,46182160,46182111
2076,13,46182171,46182172,46182203,-,61,46182172,46182111
2077,13,46182173,46182174,46182205,-,63,46182174,46182111
2078,13,46182198,46182199,46182223,-,88,46182199,46182111
2079,13,46182211,46182212,46182243,-,101,46182212,46182111
2080,13,46182223,46182224,46182246,-,113,46182224,46182111
2081,13,46797111,46797112,46797142,-,7,46797112,46797105
2082,13,46797129,46797130,46797161,-,25,46797130,46797105
2083,13,48001241,48001242,48001273,-,62,48001242,48001180
2084,13,48233268,48233269,48233206,+,208,48233269,48233477
2085,13,48303874,48303875,48303810,+,174,48303875,48304049
2086,13,48303938,48303939,48303880,+,110,48303939,48304049
2087,13,48413093,48413094,48413113,-,1956,48413094,48411138
2088,13,48492591,48492592,48492623,-,-40436,48492592,48492592
2089,13,48492621,48492622,48492653,-,-40406,48492622,48492622
2090,13,49691454,49691455,49691486,-,201,49691455,49691254
2091,13,50910139,50910140,50910120,+,0,50910140,50910140
2092,13,52194378,52194379,52194410,-,34836,52194379,52194379
2093,13,52455555,52455556,52455480,+,70,52455556,52455626
2094,13,52617609,52617610,52617525,+,26163,52617610,52617610
2095,13,52652924,52652925,52652840,+,33,52652925,52652958
2096,13,60638080,60638081,60638111,-,474494,60638081,60638081
2097,13,72781868,72781869,72781900,-,264,72781869,72781605
2098,13,75326738,75326739,75326770,-,-14757,75326739,75341496
2099,13,75549853,75549854,75549791,+,8,75549854,75549862
2100,13,77027127,77027128,77027159,-,301,77027128,77026827
2101,13,77027132,77027133,77027164,-,306,77027133,77026827
2102,13,77327054,77327055,77327086,-,150,77327055,77326905
2103,13,78659105,78659106,78659135,-,57,78659106,78659049
2104,13,78659106,78659107,78659138,-,58,78659107,78659049
2105,13,97222412,97222413,97222333,+,118,97222413,97222531
2106,13,99215825,99215826,99215857,-,-42328,99215826,99215826
2107,13,99215827,99215828,99215859,-,-42326,99215828,99215828
2108,13,102597089,102597090,102597005,+,113,102597090,102597203
2109,13,102773710,102773711,102773742,-,29,102773711,102773682
2110,13,102773764,102773765,102773786,-,83,102773765,102773682
2111,13,102798934,102798935,102798964,-,446,102798935,102798489
2112,13,106568103,106568104,106568135,-,531,106568104,106567573
2113,13,106568105,106568106,106568137,-,533,106568106,106567573
2114,13,110715912,110715913,110715843,+,95,110715913,110716008
2115,13,113297333,113297334,113297265,+,161,113297334,113297495
2116,14,20343680,20343681,20343635,+,6,20343681,20343687
2117,14,20454780,20454781,20454812,-,212,20454781,20454569
2118,14,20455239,20455240,20455191,+,0,20455240,20455240
2119,14,20455312,20455313,20455233,+,15,20455313,20455328
2120,14,20455320,20455321,20455254,+,7,20455321,20455328
2121,14,20455328,20455329,20455244,+,-1,20455329,20455328
2122,14,20469485,20469486,20469410,+,49,20469486,20469535
2123,14,20469490,20469491,20469406,+,44,20469491,20469535
2124,14,20469507,20469508,20469438,+,27,20469508,20469535
2125,14,20631204,20631205,20631237,-,-9491,20631205,20640696
2126,14,20990064,20990065,20989980,+,12,20990065,20990077
2127,14,20990073,20990074,20989997,+,3,20990074,20990077
2128,14,21269385,21269386,21269423,-,88,21269386,21269298
2129,14,21269390,21269391,21269419,-,93,21269391,21269298
2130,14,21269393,21269394,21269424,-,96,21269394,21269298
2131,14,21269393,21269394,21269425,-,96,21269394,21269298
2132,14,21269395,21269396,21269427,-,98,21269396,21269298
2133,14,21511308,21511309,21511340,-,185,21511309,21511124
2134,14,21511338,21511339,21511339,-,215,21511339,21511124
2135,14,21894407,21894408,21894344,+,-240469,21894408,21894408
2136,14,21894418,21894419,21894334,+,-240480,21894419,21894419
2137,14,21894429,21894430,21894356,+,-240491,21894430,21894430
2138,14,21894432,21894433,21894365,+,-240494,21894433,21894433
2139,14,21894450,21894451,21894366,+,-240512,21894451,21894451
2140,14,21894462,21894463,21894389,+,-240524,21894463,21894463
2141,14,22589134,22589135,22589165,-,104,22589135,22589031
2142,14,22589140,22589141,22589172,-,110,22589141,22589031
2143,14,22589141,22589142,22589174,-,111,22589142,22589031
2144,14,22589143,22589144,22589175,-,113,22589144,22589031
2145,14,22589164,22589165,22589195,-,134,22589165,22589031
2146,14,22589164,22589165,22589196,-,134,22589165,22589031
2147,14,22589165,22589166,22589194,-,135,22589166,22589031
2148,14,22589166,22589167,22589197,-,136,22589167,22589031
2149,14,22589183,22589184,22589215,-,153,22589184,22589031
2150,14,22589185,22589186,22589217,-,155,22589186,22589031
2151,14,22589192,22589193,22589224,-,162,22589193,22589031
2152,14,22589195,22589196,22589227,-,165,22589196,22589031
2153,14,22589199,22589200,22589231,-,169,22589200,22589031
2154,14,22589201,22589202,22589233,-,171,22589202,22589031
2155,14,22766757,22766758,22766699,+,6,22766758,22766764
2156,14,22766763,22766764,22766683,+,0,22766764,22766764
2157,14,22829939,22829940,22829900,+,0,22829940,22829940
2158,14,22919119,22919120,22919149,-,121,22919120,22918999
2159,14,22929333,22929334,22929365,-,82,22929334,22929252
2160,14,22929336,22929337,22929366,-,85,22929337,22929252
2161,14,22929336,22929337,22929367,-,85,22929337,22929252
2162,14,22957097,22957098,22957122,-,69,22957098,22957029
2163,14,23034856,23034857,23034888,-,173,23034857,23034684
2164,14,23034865,23034866,23034885,-,182,23034866,23034684
2165,14,23034867,23034868,23034890,-,184,23034868,23034684
2166,14,23034871,23034872,23034904,-,188,23034872,23034684
2167,14,23071535,23071536,23071565,-,109,23071536,23071427
2168,14,23071551,23071552,23071583,-,125,23071552,23071427
2169,14,23095588,23095589,23095530,+,30,23095589,23095619
2170,14,23095590,23095591,23095525,+,28,23095591,23095619
2171,14,23095604,23095605,23095539,+,14,23095605,23095619
2172,14,23095615,23095616,23095558,+,3,23095616,23095619
2173,14,23095616,23095617,23095560,+,2,23095617,23095619
2174,14,23095618,23095619,23095563,+,0,23095619,23095619
2175,14,23321493,23321494,23321457,+,326,23321494,23321820
2176,14,23469726,23469727,23469703,+,0,23469727,23469727
2177,14,23953854,23953855,23953770,+,61,23953855,23953916
2178,14,24114878,24114879,24114812,+,45,24114879,24114924
2179,14,24136279,24136280,24136197,+,21,24136280,24136301
2180,14,24136287,24136288,24136203,+,13,24136288,24136301
2181,14,24146572,24146573,24146604,-,39,24146573,24146534
2182,14,24146577,24146578,24146609,-,44,24146578,24146534
2183,14,24146579,24146580,24146611,-,46,24146580,24146534
2184,14,24146584,24146585,24146612,-,51,24146585,24146534
2185,14,24146588,24146589,24146620,-,55,24146589,24146534
2186,14,24146593,24146594,24146610,-,60,24146594,24146534
2187,14,24188765,24188766,24188797,-,47,24188766,24188719
2188,14,24188779,24188780,24188811,-,61,24188780,24188719
2189,14,24232316,24232317,24232348,-,67,24232317,24232250
2190,14,24232331,24232332,24232363,-,82,24232332,24232250
2191,14,24232334,24232335,24232366,-,85,24232335,24232250
2192,14,24232340,24232341,24232367,-,91,24232341,24232250
2193,14,24232700,24232701,24232622,+,87,24232701,24232788
2194,14,24232708,24232709,24232624,+,79,24232709,24232788
2195,14,24232740,24232741,24232656,+,47,24232741,24232788
2196,14,24429990,24429991,24429954,+,0,24429991,24429991
2197,14,24442740,24442741,24442772,-,-13,24442741,24442754
2198,14,24442741,24442742,24442776,-,-12,24442742,24442754
2199,14,24442756,24442757,24442775,-,3,24442757,24442754
2200,14,24576220,24576221,24576252,-,52,24576221,24576169
2201,14,24576223,24576224,24576253,-,55,24576224,24576169
2202,14,24576232,24576233,24576250,-,64,24576233,24576169
2203,14,30559242,30559243,30559158,+,29,30559243,30559272
2204,14,30559248,30559249,30559178,+,23,30559249,30559272
2205,14,30622371,30622372,30622319,+,27,30622372,30622399
2206,14,34462210,34462211,34462242,-,115,34462211,34462096
2207,14,34462214,34462215,34462240,-,119,34462215,34462096
2208,14,34539670,34539671,34539701,-,116,34539671,34539555
2209,14,34539682,34539683,34539712,-,128,34539683,34539555
2210,14,34539686,34539687,34539706,-,132,34539687,34539555
2211,14,34539696,34539697,34539721,-,142,34539697,34539555
2212,14,34983103,34983104,34983019,+,-101,34983104,34983003
2213,14,34983123,34983124,34983040,+,91,34983124,34983215
2214,14,34983125,34983126,34983041,+,89,34983126,34983215
2215,14,35121952,35121953,35121984,-,51,35121953,35121902
2216,14,35122634,35122635,35122552,+,0,35122635,35122635
2217,14,35292390,35292391,35292314,+,161,35292391,35292552
2218,14,35292419,35292420,35292340,+,132,35292420,35292552
2219,14,35292424,35292425,35292341,+,127,35292425,35292552
2220,14,35292463,35292464,35292388,+,88,35292464,35292552
2221,14,35292466,35292467,35292382,+,85,35292467,35292552
2222,14,35292467,35292468,35292414,+,84,35292468,35292552
2223,14,35292474,35292475,35292392,+,77,35292475,35292552
2224,14,35292485,35292486,35292406,+,66,35292486,35292552
2225,14,35292487,35292488,35292417,+,64,35292488,35292552
2226,14,35292494,35292495,35292411,+,57,35292495,35292552
2227,14,35292494,35292495,35292415,+,57,35292495,35292552
2228,14,35292519,35292520,35292435,+,32,35292520,35292552
2229,14,35292528,35292529,35292444,+,23,35292529,35292552
2230,14,35292529,35292530,35292445,+,22,35292530,35292552
2231,14,35292530,35292531,35292446,+,21,35292531,35292552
2232,14,35292531,35292532,35292447,+,20,35292532,35292552
2233,14,35292532,35292533,35292448,+,19,35292533,35292552
2234,14,35292535,35292536,35292451,+,16,35292536,35292552
2235,14,35292540,35292541,35292462,+,11,35292541,35292552
2236,14,35294527,35294528,35294443,+,-1928,35294528,35292600
2237,14,39114407,39114408,39114323,+,58,39114408,39114466
2238,14,39175311,39175312,39175254,+,80,39175312,39175392
2239,14,39175317,39175318,39175249,+,74,39175318,39175392
2240,14,39432145,39432146,39432166,-,-115,39432146,39432261
2241,14,49586362,49586363,49586385,-,78,49586363,49586285
2242,14,49586364,49586365,49586396,-,80,49586365,49586285
2243,14,49586366,49586367,49586398,-,82,49586367,49586285
2244,14,49586373,49586374,49586405,-,89,49586374,49586285
2245,14,49586380,49586381,49586411,-,96,49586381,49586285
2246,14,49586383,49586384,49586413,-,99,49586384,49586285
2247,14,49586391,49586392,49586423,-,107,49586392,49586285
2248,14,49599054,49599055,49598985,+,148,49599055,49599203
2249,14,49599059,49599060,49598996,+,143,49599060,49599203
2250,14,49599067,49599068,49598991,+,135,49599068,49599203
2251,14,49620568,49620569,49620600,-,7,49620569,49620562
2252,14,49620581,49620582,49620613,-,20,49620582,49620562
2253,14,49688182,49688183,49688214,-,47,49688183,49688136
2254,14,51240356,51240357,51240272,+,87,51240357,51240444
2255,14,51240361,51240362,51240283,+,82,51240362,51240444
2256,14,51860668,51860669,51860612,+,121,51860669,51860790
2257,14,51860686,51860687,51860609,+,103,51860687,51860790
2258,14,52707279,52707280,52707200,+,24,52707280,52707304
2259,14,52707285,52707286,52707209,+,18,52707286,52707304
2260,14,52707286,52707287,52707202,+,17,52707287,52707304
2261,14,52707294,52707295,52707210,+,9,52707295,52707304
2262,14,55027067,55027068,55027099,-,40,55027068,55027028
2263,14,55191547,55191548,55191579,-,85,55191548,55191463
2264,14,55191553,55191554,55191585,-,91,55191554,55191463
2265,14,58244913,58244914,58244843,+,27,58244914,58244941
2266,14,58244918,58244919,58244853,+,22,58244919,58244941
2267,14,58244930,58244931,58244846,+,10,58244931,58244941
2268,14,58244937,58244938,58244856,+,3,58244938,58244941
2269,14,58244940,58244941,58244890,+,0,58244941,58244941
2270,14,58244940,58244941,58244897,+,0,58244941,58244941
2271,14,58244940,58244941,58244909,+,0,58244941,58244941
2272,14,58244940,58244941,58244911,+,0,58244941,58244941
2273,14,58244940,58244941,58244915,+,0,58244941,58244941
2274,14,58427142,58427143,58427174,-,89,58427143,58427054
2275,14,58427144,58427145,58427176,-,91,58427145,58427054
2276,14,58427808,58427809,58427728,+,4,58427809,58427813
2277,14,59484592,59484593,59484544,+,0,59484593,59484593
2278,14,60165386,60165387,60165418,-,210,60165387,60165177
2279,14,60734832,60734833,60734772,+,118,60734833,60734951
2280,14,61321659,61321660,61321579,+,804,61321660,61322464
2281,14,61452843,61452844,61452765,+,-10095,61452844,61442749
2282,14,61695595,61695596,61695518,+,243,61695596,61695839
2283,14,61695597,61695598,61695513,+,241,61695598,61695839
2284,14,63543339,63543340,63543370,-,561,63543340,63542779
2285,14,64388390,64388391,64388306,+,77,64388391,64388468
2286,14,64388392,64388393,64388308,+,75,64388393,64388468
2287,14,64388395,64388396,64388311,+,72,64388396,64388468
2288,14,64388396,64388397,64388312,+,71,64388397,64388468
2289,14,64388398,64388399,64388314,+,69,64388399,64388468
2290,14,64388412,64388413,64388328,+,55,64388413,64388468
2291,14,64388423,64388424,64388353,+,44,64388424,64388468
2292,14,64914510,64914511,64914433,+,23,64914511,64914534
2293,14,64914531,64914532,64914464,+,2,64914532,64914534
2294,14,64914533,64914534,64914458,+,0,64914534,64914534
2295,14,64914533,64914534,64914469,+,0,64914534,64914534
2296,14,64986979,64986980,64986895,+,117,64986980,64987097
2297,14,65102490,65102491,65102519,-,-18,65102491,65102509
2298,14,65102497,65102498,65102517,-,-11,65102498,65102509
2299,14,67359772,67359773,67359804,-,115,67359773,67359658
2300,14,67695711,67695712,67695730,-,82,67695712,67695630
2301,14,69398237,69398238,69398264,-,7,69398238,69398231
2302,14,69398239,69398240,69398262,-,9,69398240,69398231
2303,14,69398239,69398240,69398271,-,9,69398240,69398231
2304,14,69398246,69398247,69398268,-,16,69398247,69398231
2305,14,69398247,69398248,69398265,-,17,69398248,69398231
2306,14,69398252,69398253,69398284,-,22,69398253,69398231
2307,14,69398261,69398262,69398293,-,31,69398262,69398231
2308,14,69398263,69398264,69398294,-,33,69398264,69398231
2309,14,69398264,69398265,69398282,-,34,69398265,69398231
2310,14,69398267,69398268,69398299,-,37,69398268,69398231
2311,14,69398269,69398270,69398301,-,39,69398270,69398231
2312,14,69398271,69398272,69398290,-,41,69398272,69398231
2313,14,69398272,69398273,69398302,-,42,69398273,69398231
2314,14,69398276,69398277,69398296,-,46,69398277,69398231
2315,14,69398278,69398279,69398308,-,48,69398279,69398231
2316,14,69398280,69398281,69398312,-,50,69398281,69398231
2317,14,69398286,69398287,69398318,-,56,69398287,69398231
2318,14,69398289,69398290,69398321,-,59,69398290,69398231
2319,14,69398295,69398296,69398315,-,65,69398296,69398231
2320,14,69398300,69398301,69398319,-,70,69398301,69398231
2321,14,69398764,69398765,69398693,+,700,69398765,69399465
2322,14,69398768,69398769,69398690,+,696,69398769,69399465
2323,14,69398773,69398774,69398692,+,691,69398774,69399465
2324,14,69398776,69398777,69398703,+,688,69398777,69399465
2325,14,69767161,69767162,69767113,+,89,69767162,69767251
2326,14,69767196,69767197,69767112,+,54,69767197,69767251
2327,14,69767201,69767202,69767117,+,49,69767202,69767251
2328,14,69767211,69767212,69767127,+,39,69767212,69767251
2329,14,69767220,69767221,69767136,+,30,69767221,69767251
2330,14,69767224,69767225,69767140,+,26,69767225,69767251
2331,14,69767226,69767227,69767142,+,24,69767227,69767251
2332,14,69767228,69767229,69767145,+,22,69767229,69767251
2333,14,69767249,69767250,69767165,+,1,69767250,69767251
2334,14,70359585,70359586,70359617,-,67,70359586,70359519
2335,14,70359618,70359619,70359650,-,100,70359619,70359519
2336,14,70359639,70359640,70359671,-,121,70359640,70359519
2337,14,70359643,70359644,70359675,-,125,70359644,70359519
2338,14,70359647,70359648,70359679,-,129,70359648,70359519
2339,14,70359648,70359649,70359680,-,130,70359649,70359519
2340,14,70359650,70359651,70359682,-,132,70359651,70359519
2341,14,70359655,70359656,70359677,-,137,70359656,70359519
2342,14,70359655,70359656,70359687,-,137,70359656,70359519
2343,14,70359658,70359659,70359688,-,140,70359659,70359519
2344,14,70359659,70359660,70359691,-,141,70359660,70359519
2345,14,70359660,70359661,70359692,-,142,70359661,70359519
2346,14,70359661,70359662,70359693,-,143,70359662,70359519
2347,14,70359665,70359666,70359683,-,147,70359666,70359519
2348,14,70359666,70359667,70359698,-,148,70359667,70359519
2349,14,70359669,70359670,70359699,-,151,70359670,70359519
2350,14,70600621,70600622,70600653,-,6,70600622,70600616
2351,14,70600634,70600635,70600655,-,19,70600635,70600616
2352,14,72894069,72894070,72894101,-,13,72894070,72894057
2353,14,73886914,73886915,73886859,+,0,73886915,73886915
2354,14,74084992,74084993,74084956,+,0,74084993,74084993
2355,14,74084992,74084993,74084958,+,0,74084993,74084993
2356,14,74713199,74713200,74713144,+,0,74713200,74713200
2357,14,74713199,74713200,74713146,+,0,74713200,74713200
2358,14,74713199,74713200,74713166,+,0,74713200,74713200
2359,14,74713199,74713200,74713170,+,0,74713200,74713200
2360,14,74713199,74713200,74713181,+,0,74713200,74713200
2361,14,74882000,74882001,74881916,+,15,74882001,74882016
2362,14,75002993,75002994,75002921,+,159,75002994,75003153
2363,14,75003004,75003005,75002924,+,148,75003005,75003153
2364,14,75003010,75003011,75002934,+,142,75003011,75003153
2365,14,75003013,75003014,75002929,+,139,75003014,75003153
2366,14,75176571,75176572,75176603,-,217,75176572,75176355
2367,14,75176581,75176582,75176612,-,227,75176582,75176355
2368,14,75176583,75176584,75176615,-,229,75176584,75176355
2369,14,75176584,75176585,75176616,-,230,75176585,75176355
2370,14,77458158,77458159,77458087,+,110,77458159,77458269
2371,14,77458169,77458170,77458096,+,99,77458170,77458269
2372,14,77458171,77458172,77458093,+,97,77458172,77458269
2373,14,77458200,77458201,77458124,+,68,77458201,77458269
2374,14,77708174,77708175,77708090,+,33,77708175,77708208
2375,14,77708175,77708176,77708091,+,32,77708176,77708208
2376,14,77708177,77708178,77708093,+,30,77708178,77708208
2377,14,77708182,77708183,77708098,+,25,77708183,77708208
2378,14,77708185,77708186,77708104,+,22,77708186,77708208
2379,14,77708187,77708188,77708103,+,20,77708188,77708208
2380,14,77708192,77708193,77708108,+,15,77708193,77708208
2381,14,77761110,77761111,77761142,-,-3,77761111,77761114
2382,14,90256591,90256592,90256550,+,0,90256592,90256592
2383,14,90256591,90256592,90256562,+,0,90256592,90256592
2384,14,90256599,90256600,90256577,+,0,90256600,90256600
2385,14,90397101,90397102,90397029,+,52,90397102,90397154
2386,14,90397104,90397105,90397032,+,49,90397105,90397154
2387,14,92106532,92106533,92106564,-,4,92106533,92106529
2388,14,92106563,92106564,92106592,-,35,92106564,92106529
2389,14,92121661,92121662,92121684,-,20,92121662,92121642
2390,14,92121662,92121663,92121693,-,21,92121663,92121642
2391,14,92121674,92121675,92121706,-,33,92121675,92121642
2392,14,92122066,92122067,92121985,+,61,92122067,92122128
2393,14,94081136,94081137,94081156,-,18,94081137,94081119
